img_id,label,conf_level,run_date,api
dec2aafe511bcd90,viaduct,0.865705668926239,2020,mobilenet_v2
dec2aafe511bcd90,triumphal arch,0.01669059693813324,2020,mobilenet_v2
dec2aafe511bcd90,"dam, dike, dyke",0.01558445394039154,2020,mobilenet_v2
dec2aafe511bcd90,"maze, labyrinth",0.012964054010808468,2020,mobilenet_v2
dec2aafe511bcd90,suspension bridge,0.004620027262717485,2020,mobilenet_v2
dec2addd03e136f4,"golfcart, golf cart",0.16041257977485657,2020,mobilenet_v2
dec2addd03e136f4,moving van,0.1417190581560135,2020,mobilenet_v2
dec2addd03e136f4,minibus,0.11379880458116531,2020,mobilenet_v2
dec2addd03e136f4,minivan,0.09786555171012878,2020,mobilenet_v2
dec2addd03e136f4,"recreational vehicle, RV, R.V.",0.03954214230179787,2020,mobilenet_v2
dec2af37391d4765,wine bottle,0.8211798667907715,2020,mobilenet_v2
dec2af37391d4765,"pop bottle, soda bottle",0.06664563715457916,2020,mobilenet_v2
dec2af37391d4765,beer bottle,0.06461957097053528,2020,mobilenet_v2
dec2af37391d4765,"perfume, essence",0.0077725984156131744,2020,mobilenet_v2
dec2af37391d4765,padlock,0.006878359708935022,2020,mobilenet_v2
dec2b430d7bee838,monastery,0.15361356735229492,2020,mobilenet_v2
dec2b430d7bee838,triumphal arch,0.1047063022851944,2020,mobilenet_v2
dec2b430d7bee838,"stupa, tope",0.05437139421701431,2020,mobilenet_v2
dec2b430d7bee838,castle,0.0520024411380291,2020,mobilenet_v2
dec2b430d7bee838,obelisk,0.05033872649073601,2020,mobilenet_v2
dec2c6281da7e7c0,window shade,0.7475374341011047,2020,mobilenet_v2
dec2c6281da7e7c0,"bannister, banister, balustrade, balusters, handrail",0.15329456329345703,2020,mobilenet_v2
dec2c6281da7e7c0,window screen,0.03356311097741127,2020,mobilenet_v2
dec2c6281da7e7c0,radiator,0.01599443517625332,2020,mobilenet_v2
dec2c6281da7e7c0,"doormat, welcome mat",0.0061983373016119,2020,mobilenet_v2
dec2cc7a7f05ccec,agama,0.903783917427063,2020,mobilenet_v2
dec2cc7a7f05ccec,nail,0.02847619354724884,2020,mobilenet_v2
dec2cc7a7f05ccec,banded gecko,0.01528229285031557,2020,mobilenet_v2
dec2cc7a7f05ccec,alligator lizard,0.004597380757331848,2020,mobilenet_v2
dec2cc7a7f05ccec,"rock crab, Cancer irroratus",0.004026130773127079,2020,mobilenet_v2
dec2cf2eeacdd8e9,"lakeside, lakeshore",0.3458564877510071,2020,mobilenet_v2
dec2cf2eeacdd8e9,"seashore, coast, seacoast, sea-coast",0.06543462723493576,2020,mobilenet_v2
dec2cf2eeacdd8e9,"promontory, headland, head, foreland",0.03510279953479767,2020,mobilenet_v2
dec2cf2eeacdd8e9,magpie,0.015900539234280586,2020,mobilenet_v2
dec2cf2eeacdd8e9,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.01563160866498947,2020,mobilenet_v2
dec2d44d630daecd,monitor,0.5196968913078308,2020,mobilenet_v2
dec2d44d630daecd,desktop computer,0.12932609021663666,2020,mobilenet_v2
dec2d44d630daecd,"screen, CRT screen",0.09554241597652435,2020,mobilenet_v2
dec2d44d630daecd,desk,0.06957327574491501,2020,mobilenet_v2
dec2d44d630daecd,"mouse, computer mouse",0.03795108571648598,2020,mobilenet_v2
dec2dc5cc4208120,Bernese mountain dog,0.21802817285060883,2020,mobilenet_v2
dec2dc5cc4208120,schipperke,0.07740016281604767,2020,mobilenet_v2
dec2dc5cc4208120,toy poodle,0.035335589200258255,2020,mobilenet_v2
dec2dc5cc4208120,Irish water spaniel,0.026389462873339653,2020,mobilenet_v2
dec2dc5cc4208120,"Scotch terrier, Scottish terrier, Scottie",0.021543309092521667,2020,mobilenet_v2
dec2e7986338db54,"book jacket, dust cover, dust jacket, dust wrapper",0.5953472256660461,2020,mobilenet_v2
dec2e7986338db54,"wallet, billfold, notecase, pocketbook",0.030558906495571136,2020,mobilenet_v2
dec2e7986338db54,packet,0.029974957928061485,2020,mobilenet_v2
dec2e7986338db54,cassette,0.027840206399559975,2020,mobilenet_v2
dec2e7986338db54,comic book,0.015145555138587952,2020,mobilenet_v2
dec2f024cd71af57,conch,0.208710715174675,2020,mobilenet_v2
dec2f024cd71af57,"leopard, Panthera pardus",0.14568500220775604,2020,mobilenet_v2
dec2f024cd71af57,"snow leopard, ounce, Panthera uncia",0.08236570656299591,2020,mobilenet_v2
dec2f024cd71af57,"electric ray, crampfish, numbfish, torpedo",0.043972279876470566,2020,mobilenet_v2
dec2f024cd71af57,"jaguar, panther, Panthera onca, Felis onca",0.03644781559705734,2020,mobilenet_v2
dec2fe26b6cf24bd,"French horn, horn",0.12600286304950714,2020,mobilenet_v2
dec2fe26b6cf24bd,banjo,0.12338633835315704,2020,mobilenet_v2
dec2fe26b6cf24bd,"drum, membranophone, tympan",0.06205470860004425,2020,mobilenet_v2
dec2fe26b6cf24bd,buckle,0.05657828971743584,2020,mobilenet_v2
dec2fe26b6cf24bd,"shield, buckler",0.034313883632421494,2020,mobilenet_v2
dec300b8f29a7650,stage,0.19159317016601562,2020,mobilenet_v2
dec300b8f29a7650,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",0.059560492634773254,2020,mobilenet_v2
dec300b8f29a7650,projector,0.03656835854053497,2020,mobilenet_v2
dec300b8f29a7650,"chain saw, chainsaw",0.03209739923477173,2020,mobilenet_v2
dec300b8f29a7650,barbell,0.025861486792564392,2020,mobilenet_v2
dec30d5b87f69003,barbershop,0.5296386480331421,2020,mobilenet_v2
dec30d5b87f69003,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.07071707397699356,2020,mobilenet_v2
dec30d5b87f69003,"ballplayer, baseball player",0.03286691755056381,2020,mobilenet_v2
dec30d5b87f69003,"jersey, T-shirt, tee shirt",0.019557686522603035,2020,mobilenet_v2
dec30d5b87f69003,barber chair,0.010356063954532146,2020,mobilenet_v2
dec31129b2d95483,"pool table, billiard table, snooker table",0.781714916229248,2020,mobilenet_v2
dec31129b2d95483,dumbbell,0.034732431173324585,2020,mobilenet_v2
dec31129b2d95483,ping-pong ball,0.031133564189076424,2020,mobilenet_v2
dec31129b2d95483,"vacuum, vacuum cleaner",0.026341309770941734,2020,mobilenet_v2
dec31129b2d95483,barbell,0.00538208894431591,2020,mobilenet_v2
dec31e216e5367f6,"groom, bridegroom",0.47671326994895935,2020,mobilenet_v2
dec31e216e5367f6,mortarboard,0.0727187991142273,2020,mobilenet_v2
dec31e216e5367f6,"academic gown, academic robe, judge's robe",0.05155976489186287,2020,mobilenet_v2
dec31e216e5367f6,"hoopskirt, crinoline",0.048170074820518494,2020,mobilenet_v2
dec31e216e5367f6,vestment,0.022283772006630898,2020,mobilenet_v2
dec337f25e5430cc,"cab, hack, taxi, taxicab",0.13845054805278778,2020,mobilenet_v2
dec337f25e5430cc,"limousine, limo",0.13331010937690735,2020,mobilenet_v2
dec337f25e5430cc,minivan,0.07665163278579712,2020,mobilenet_v2
dec337f25e5430cc,"fire engine, fire truck",0.03839589282870293,2020,mobilenet_v2
dec337f25e5430cc,"traffic light, traffic signal, stoplight",0.033725205808877945,2020,mobilenet_v2
dec3397d878f534a,"cab, hack, taxi, taxicab",0.8950437903404236,2020,mobilenet_v2
dec3397d878f534a,school bus,0.044373590499162674,2020,mobilenet_v2
dec3397d878f534a,ambulance,0.006603721063584089,2020,mobilenet_v2
dec3397d878f534a,"sports car, sport car",0.005425143055617809,2020,mobilenet_v2
dec3397d878f534a,car wheel,0.0039509376510977745,2020,mobilenet_v2
dec3483fcb699bf8,fountain,0.10252946615219116,2020,mobilenet_v2
dec3483fcb699bf8,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.07898174226284027,2020,mobilenet_v2
dec3483fcb699bf8,"book jacket, dust cover, dust jacket, dust wrapper",0.04386491701006889,2020,mobilenet_v2
dec3483fcb699bf8,missile,0.042786434292793274,2020,mobilenet_v2
dec3483fcb699bf8,altar,0.036277104169130325,2020,mobilenet_v2
dec3591cd56cb7e0,"bearskin, busby, shako",0.030391795560717583,2020,mobilenet_v2
dec3591cd56cb7e0,"bolo tie, bolo, bola tie, bola",0.030384041368961334,2020,mobilenet_v2
dec3591cd56cb7e0,"sax, saxophone",0.02868235856294632,2020,mobilenet_v2
dec3591cd56cb7e0,"flute, transverse flute",0.028418997302651405,2020,mobilenet_v2
dec3591cd56cb7e0,kimono,0.02449948899447918,2020,mobilenet_v2
dec3782da4147fe6,"doormat, welcome mat",0.23371069133281708,2020,mobilenet_v2
dec3782da4147fe6,carton,0.15787452459335327,2020,mobilenet_v2
dec3782da4147fe6,mousetrap,0.09747311472892761,2020,mobilenet_v2
dec3782da4147fe6,sewing machine,0.05919470265507698,2020,mobilenet_v2
dec3782da4147fe6,chest,0.0485825352370739,2020,mobilenet_v2
dec37e6ddfcfc298,milk can,0.21862609684467316,2020,mobilenet_v2
dec37e6ddfcfc298,potter's wheel,0.18419812619686127,2020,mobilenet_v2
dec37e6ddfcfc298,"bucket, pail",0.11863409727811813,2020,mobilenet_v2
dec37e6ddfcfc298,beaker,0.04576096683740616,2020,mobilenet_v2
dec37e6ddfcfc298,water jug,0.026539532467722893,2020,mobilenet_v2
dec37f1e72a050ca,face powder,0.9817309379577637,2020,mobilenet_v2
dec37f1e72a050ca,coffee mug,0.0064238798804581165,2020,mobilenet_v2
dec37f1e72a050ca,espresso,0.003289089072495699,2020,mobilenet_v2
dec37f1e72a050ca,"loupe, jeweler's loupe",0.0024385389406234026,2020,mobilenet_v2
dec37f1e72a050ca,stethoscope,0.0011659058509394526,2020,mobilenet_v2
dec382d90eb07570,"ram, tup",0.8404595255851746,2020,mobilenet_v2
dec382d90eb07570,llama,0.041037850081920624,2020,mobilenet_v2
dec382d90eb07570,komondor,0.02543679066002369,2020,mobilenet_v2
dec382d90eb07570,standard poodle,0.01847478374838829,2020,mobilenet_v2
dec382d90eb07570,kuvasz,0.006702800747007132,2020,mobilenet_v2
dec38300e9d819a9,space shuttle,0.1961512267589569,2020,mobilenet_v2
dec38300e9d819a9,"tow truck, tow car, wrecker",0.09020305424928665,2020,mobilenet_v2
dec38300e9d819a9,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.0754360780119896,2020,mobilenet_v2
dec38300e9d819a9,"amphibian, amphibious vehicle",0.07039574533700943,2020,mobilenet_v2
dec38300e9d819a9,"jeep, landrover",0.028142793104052544,2020,mobilenet_v2
dec3923056b00f30,wig,0.7596064209938049,2020,mobilenet_v2
dec3923056b00f30,drumstick,0.010899147018790245,2020,mobilenet_v2
dec3923056b00f30,harp,0.008614756166934967,2020,mobilenet_v2
dec3923056b00f30,"microphone, mike",0.006046971771866083,2020,mobilenet_v2
dec3923056b00f30,"bow tie, bow-tie, bowtie",0.005356586538255215,2020,mobilenet_v2
dec3937cdb96e21f,castle,0.35997065901756287,2020,mobilenet_v2
dec3937cdb96e21f,palace,0.1219179779291153,2020,mobilenet_v2
dec3937cdb96e21f,"cab, hack, taxi, taxicab",0.05982969328761101,2020,mobilenet_v2
dec3937cdb96e21f,"bell cote, bell cot",0.04071258381009102,2020,mobilenet_v2
dec3937cdb96e21f,crane,0.038991544395685196,2020,mobilenet_v2
dec39eccfb9eee4f,throne,0.6763365864753723,2020,mobilenet_v2
dec39eccfb9eee4f,altar,0.03161843121051788,2020,mobilenet_v2
dec39eccfb9eee4f,pole,0.01198244746774435,2020,mobilenet_v2
dec39eccfb9eee4f,electric guitar,0.011710245162248611,2020,mobilenet_v2
dec39eccfb9eee4f,"oboe, hautboy, hautbois",0.011317587457597256,2020,mobilenet_v2
dec39ef7ca6b09a6,desk,0.44804468750953674,2020,mobilenet_v2
dec39ef7ca6b09a6,safe,0.10689551383256912,2020,mobilenet_v2
dec39ef7ca6b09a6,"microwave, microwave oven",0.03906618058681488,2020,mobilenet_v2
dec39ef7ca6b09a6,desktop computer,0.030453775078058243,2020,mobilenet_v2
dec39ef7ca6b09a6,"dining table, board",0.029572077095508575,2020,mobilenet_v2
dec3a97b1e087073,"tobacco shop, tobacconist shop, tobacconist",0.37334299087524414,2020,mobilenet_v2
